Id,Category
387,3
388,7
389,8
390,5
391,8
392,5
393,6
394,9
395,8
396,5
397,2
398,6
399,9
400,8
401,5
402,5
403,6
404,8
405,2
406,6
407,6
408,4
409,4
410,9
411,7
412,6
413,5
414,5
415,4
416,8
417,0
418,9
419,0
420,0
421,8
422,9
423,0
424,6
425,8
426,0
427,0
428,5
429,8
430,0
431,9
432,5
433,0
434,0
435,2
436,1
437,9
438,7
439,5
440,5
441,1
442,2
443,2
444,3
445,7
446,2
447,5
448,7
449,1
450,9
451,8
452,2
453,2
454,6
455,7
456,4
457,6
458,4
459,8
460,3
461,4
462,5
463,3
464,4
465,5
466,4
467,6
468,7
469,1
470,5
471,1
472,0
473,7
474,2
475,7
476,1
477,0
478,1
479,0
480,8
481,1
482,4
483,6
484,4
485,9
486,0
487,8
488,6
489,6
490,9
491,5
492,3
493,1
494,9
495,6
496,0
497,2
498,1
499,2
500,8
501,3
502,4
503,1
504,9
505,0
506,0
507,0
508,5
509,9
510,0
511,5
512,0
513,8
514,5
515,5
516,8
517,2
518,0
519,6
520,0
521,0
522,5
523,9
524,3
525,6
526,7
527,6
528,8
529,9
530,3
531,1
532,5
533,5
534,1
535,0
536,4
537,7
538,2
539,4
540,7
541,0
542,8
543,9
544,9
545,1
546,3
547,3
548,8
549,3
550,9
551,7
552,4
553,9
554,7
555,9
556,7
557,0
558,1
559,5
560,2
561,6
562,8
563,8
564,8
565,9
566,6
567,1
568,1
569,9
570,6
571,3
572,9
573,4
574,8
575,0
576,7
577,9
578,0
579,0
580,7
581,1
582,6
583,7
584,3
585,6
586,9
587,1
588,6
589,5
590,9
591,6
592,8
593,7
594,8
595,9
596,8
597,6
598,7
599,0
600,0
601,6
602,5
603,8
604,7
605,7
606,1
607,5
608,5
609,5
610,0
611,6
612,1
613,7
614,2
615,2
616,8
617,9
618,9
619,6
620,6
621,9
622,1
623,9
624,4
625,9
626,8
627,5
628,5
629,6
630,6
631,2
632,1
633,0
634,8
635,1
636,9
637,4
638,8
639,4
640,3
641,1
642,0
643,6
644,7
645,1
646,9
647,6
648,3
649,6
650,4
651,9
652,6
653,6
654,3
655,1
656,9
657,0
658,2
659,8
660,0
661,9
662,6
663,1
664,5
665,7
666,0
667,2
668,6
669,6
670,0
671,4
672,8
673,9
674,5
675,2
676,9
677,1
678,5
679,9
680,5
681,2
682,8
683,6
684,2
685,7
686,7
687,1
688,4
689,1
690,6
691,8
692,1
693,6
694,6
695,8
696,7
697,1
698,7
699,1
700,6
701,1
702,0
703,1
704,6
705,5
706,3
707,1
708,0
709,7
710,5
711,0
712,1
713,2
714,0
715,9
716,6
717,9
718,5
719,5
720,8
721,8
722,3
723,0
724,0
725,6
726,1
727,9
728,6
729,9
730,2
731,2
732,3
733,7
734,5
735,2
736,3
737,0
738,0
739,8
740,7
741,3
742,1
743,9
744,8
745,3
746,7
747,5
748,3
749,4
750,0
751,6
752,6
753,6
754,1
755,5
756,6
757,5
758,1
759,8
760,9
761,6
762,5
763,5
764,9
765,4
766,2
767,8
768,8
769,9
770,7
771,7
772,2
773,8
774,9
775,1
776,8
777,6
778,4
779,0
780,1
781,8
782,4
783,6
784,0
785,6
786,6
787,1
788,6
789,9
790,9
791,7
792,8
793,1
794,3
795,6
796,1
797,5
798,4
799,9
800,8
801,0
802,9
803,7
804,0
805,1
806,0
807,6
808,6
809,6
810,1
811,8
812,0
813,1
814,7
815,7
816,7
817,6
818,6
819,6
820,9
821,1
822,9
823,8
824,7
825,7
826,0
827,6
828,6
829,1
830,5
831,2
832,4
833,8
834,6
835,7
836,8
837,5
838,9
839,8
840,6
841,9
842,1
843,1
844,9
845,9
846,5
847,0
848,7
849,3
850,6
851,7
852,2
853,6
854,6
855,7
856,7
857,7
858,7
859,9
860,2
861,1
862,1
863,8
864,8
865,2
866,5
867,0
868,2
869,0
870,8
871,1
872,7
873,9
874,1
875,7
876,1
877,4
878,1
879,6
880,1
881,7
882,6
883,2
884,4
885,0
886,5
887,6
888,7
889,3
890,6
891,5
892,8
893,8
894,3
895,1
896,7
897,1
898,6
899,5
900,3
901,1
902,6
903,8
904,7
905,7
906,0
907,2
908,9
909,8
910,4
911,4
912,8
913,4
914,8
915,6
916,0
917,4
918,4
919,9
920,5
921,7
922,3
923,8
924,2
925,1
926,0
927,3
928,8
929,8
930,4
931,6
932,6
933,7
934,4
935,8
936,8
937,1
938,9
939,3
940,0
941,2
942,8
943,1
944,7
945,7
946,0
947,8
948,6
949,2
950,5
951,1
952,6
953,7
954,9
955,9
956,1
957,2
958,8
959,8
960,9
961,5
962,0
963,8
964,4
965,5
966,9
967,3
968,4
969,8
970,6
971,8
972,6
973,1
974,8
975,0
976,7
977,3
978,0
979,8
980,5
981,7
982,4
983,8
984,6
985,0
986,2
987,4
988,6
989,0
990,7
991,4
992,7
993,6
994,4
995,8
996,6
997,9
998,0
999,1
1000,5
1001,7
1002,8
1003,0
1004,3
1005,2
1006,0
1007,7
1008,4
1009,9
1010,5
1011,7
1012,2
1013,9
1014,9
1015,6
1016,6
1017,7
1018,8
1019,6
1020,9
1021,0
1022,2
1023,1
1024,1
1025,2
1026,9
1027,3
1028,4
1029,6
1030,9
1031,4
1032,4
1033,0
1034,1
1035,0
1036,3
1037,8
1038,3
1039,6
1040,1
1041,4
1042,4
1043,8
1044,8
1045,7
1046,0
1047,4
1048,0
1049,7
1050,7
1051,9
1052,6
1053,8
1054,6
1055,6
1056,2
1057,2
1058,2
1059,1
1060,7
1061,9
1062,6
1063,2
1064,9
1065,5
1066,4
1067,8
1068,6
1069,9
1070,1
1071,4
1072,9
1073,0
1074,6
1075,6
1076,3
1077,2
1078,1
1079,9
1080,6
1081,2
1082,8
1083,7
1084,5
1085,8
1086,0
1087,9
1088,6
1089,7
1090,1
1091,7
1092,0
1093,0
1094,2
1095,5
1096,4
1097,5
1098,8
1099,8
1100,5
1101,6
1102,3
1103,6
1104,6
1105,7
1106,4
1107,4
1108,3
1109,1
1110,0
1111,6
1112,0
1113,2
1114,8
1115,7
1116,8
1117,3
1118,6
1119,1
1120,6
1121,6
1122,8
1123,0
1124,9
1125,6
1126,9
1127,0
1128,7
1129,0
1130,9
1131,5
1132,7
1133,6
1134,4
1135,8
1136,7
1137,5
1138,7
1139,1
1140,3
1141,5
1142,9
1143,6
1144,0
1145,6
1146,1
1147,5
1148,7
1149,9
1150,9
1151,8
1152,7
1153,0
1154,9
1155,6
1156,0
1157,1
1158,8
1159,0
1160,3
1161,9
1162,8
1163,7
1164,4
1165,9
1166,2
1167,3
1168,7
1169,0
1170,8
1171,0
1172,2
1173,6
1174,8
1175,2
1176,8
1177,4
1178,5
1179,3
1180,8
1181,8
1182,6
1183,8
1184,8
1185,4
1186,4
1187,1
1188,9
1189,3
1190,0
1191,1
1192,2
1193,1
1194,0
1195,6
1196,6
1197,4
1198,6
1199,8
1200,2
1201,8
1202,5
1203,7
1204,7
1205,0
1206,2
1207,2
1208,6
1209,6
1210,1
1211,7
1212,4
1213,7
1214,8
1215,3
1216,0
1217,9
1218,7
1219,9
1220,5
1221,0
1222,8
1223,4
1224,8
1225,7
1226,9
1227,9
1228,1
1229,3
1230,6
1231,7
1232,6
1233,0
1234,0
1235,5
1236,8
1237,1
1238,0
1239,7
1240,8
1241,1
1242,9
1243,9
1244,8
1245,5
1246,9
1247,0
1248,3
1249,8
1250,7
1251,1
1252,9
1253,8
1254,6
1255,0
1256,0
1257,6
1258,2
1259,9
1260,9
1261,5
1262,8
1263,0
1264,7
1265,1
1266,0
1267,7
1268,6
1269,0
1270,2
1271,5
1272,6
1273,8
1274,8
1275,2
1276,1
1277,3
1278,7
1279,9
1280,6
1281,7
1282,0
1283,2
1284,0
1285,7
1286,6
1287,3
1288,3
1289,0
1290,9
1291,5
1292,7
1293,1
1294,0
1295,9
1296,7
1297,8
1298,9
1299,2
1300,8
1301,9
1302,8
1303,4
1304,0
1305,0
1306,5
1307,7
1308,3
1309,8
1310,8
1311,6
1312,5
1313,3
1314,8
1315,7
1316,0
1317,7
1318,1
1319,6
1320,3
1321,1
1322,6
1323,5
1324,4
1325,7
1326,9
1327,4
1328,9
1329,3
1330,0
1331,6
1332,2
1333,6
1334,7
1335,2
1336,1
1337,7
1338,7
1339,2
1340,0
1341,0
1342,4
1343,0
1344,9
1345,3
1346,1
1347,1
1348,0
1349,0
1350,9
1351,2
1352,9
1353,7
1354,9
1355,1
1356,8
1357,8
1358,4
1359,2
1360,4
1361,1
1362,3
1363,5
1364,1
1365,2
1366,8
1367,9
1368,7
1369,9
1370,1
1371,9
1372,9
1373,8
1374,2
1375,0
1376,3
1377,8
1378,0
1379,5
1380,7
1381,0
1382,2
1383,9
1384,6
1385,7
1386,3
1387,8
1388,7
1389,1
1390,7
1391,8
1392,5
1393,8
1394,0
1395,8
1396,1
1397,7
1398,5
1399,8
1400,1
1401,9
1402,0
1403,0
1404,4
1405,3
1406,2
1407,6
1408,8
1409,9
1410,8
1411,4
1412,9
1413,8
1414,7
1415,6
1416,1
1417,0
1418,6
1419,6
1420,8
1421,1
1422,9
1423,8
1424,9
1425,8
1426,6
1427,2
1428,3
1429,2
1430,6
1431,8
1432,5
1433,3
1434,6
1435,8
1436,8
1437,8
1438,7
1439,5
1440,9
1441,0
1442,7
1443,6
1444,4
1445,0
1446,5
1447,9
1448,7
1449,9
1450,2
1451,7
1452,8
1453,9
1454,5
1455,3
1456,6
1457,5
1458,6
1459,7
1460,3
1461,5
1462,7
1463,0
1464,5
1465,6
1466,9
1467,9
1468,8
1469,8
1470,8
1471,4
1472,7
1473,6
1474,3
1475,0
1476,9
1477,9
1478,5
1479,8
1480,3
1481,5
1482,7
1483,2
1484,2
1485,0
1486,0
1487,9
1488,9
1489,8
1490,1
1491,1
1492,6
1493,6
1494,6
1495,5
1496,5
1497,0
1498,6
1499,8
1500,0
1501,0
1502,6
1503,8
1504,0
1505,8
1506,6
1507,8
1508,6
1509,1
1510,4
1511,5
1512,8
1513,0
1514,9
1515,8
1516,4
1517,7
1518,9
1519,7
1520,1
1521,9
1522,9
1523,6
1524,2
1525,4
1526,5
1527,3
1528,5
1529,8
1530,1
1531,7
1532,0
1533,0
1534,8
1535,6
1536,7
1537,2
1538,8
1539,8
1540,0
1541,2
1542,0
1543,2
1544,1
1545,8
1546,9
1547,1
1548,1
1549,6
1550,0
1551,7
1552,5
1553,6
1554,0
1555,7
1556,6
1557,1
1558,5
1559,0
1560,3
1561,4
1562,6
1563,1
1564,5
1565,8
1566,7
1567,6
1568,7
1569,0
1570,7
1571,1
1572,1
1573,1
1574,2
1575,6
1576,0
1577,4
1578,0
1579,5
1580,3
1581,0
1582,0
1583,7
1584,7
1585,0
1586,9
1587,2
1588,4
1589,9
1590,2
1591,8
1592,2
1593,0
1594,9
1595,9
1596,7
1597,8
1598,9
1599,1
1600,6
1601,1
1602,8
1603,6
1604,9
1605,7
1606,6
1607,4
1608,8
1609,1
1610,8
1611,2
1612,2
1613,0
1614,8
1615,7
1616,1
1617,9
1618,9
1619,5
1620,9
1621,6
1622,0
1623,2
1624,8
1625,8
1626,8
1627,4
1628,0
1629,8
1630,0
1631,7
1632,5
1633,4
1634,1
1635,6
1636,4
1637,7
1638,7
1639,1
1640,9
1641,1
1642,8
1643,7
1644,0
1645,6
1646,0
1647,6
1648,0
1649,9
1650,2
1651,4
1652,5
1653,6
1654,5
1655,8
1656,8
1657,7
1658,4
1659,9
1660,9
1661,1
1662,3
1663,1
1664,6
1665,1
1666,4
1667,0
1668,5
1669,5
1670,8
1671,9
1672,0
1673,1
1674,9
1675,9
1676,5
1677,2
1678,0
1679,1
1680,6
1681,7
1682,8
1683,7
1684,0
1685,5
1686,3
1687,7
1688,6
1689,2
1690,3
1691,6
1692,9
1693,9
1694,8
1695,1
1696,0
1697,7
1698,9
1699,6
1700,1
1701,8
1702,8
1703,9
1704,6
1705,1
1706,9
1707,5
1708,1
1709,1
1710,9
1711,1
1712,6
1713,1
1714,5
1715,2
1716,7
1717,3
1718,9
1719,1
1720,3
1721,0
1722,1
1723,2
1724,6
1725,1
1726,5
1727,7
1728,5
1729,2
1730,2
1731,0
1732,9
1733,8
1734,9
1735,2
1736,7
1737,5
1738,8
1739,1
1740,0
1741,7
1742,7
1743,3
1744,5
1745,3
1746,4
1747,5
1748,9
1749,5
1750,8
1751,6
1752,1
1753,1
1754,1
1755,2
1756,6
1757,7
1758,5
1759,2
1760,6
1761,8
1762,6
1763,8
1764,3
1765,4
1766,8
1767,3
1768,2
1769,5
1770,8
1771,0
1772,3
1773,3
1774,0
1775,7
1776,8
1777,6
1778,9
1779,5
1780,5
1781,1
1782,5
1783,6
1784,9
1785,7
1786,8
1787,3
1788,9
1789,6
1790,4
1791,6
1792,1
1793,5
1794,0
1795,3
1796,6
1797,8
1798,6
1799,2
1800,7
1801,7
1802,0
1803,7
1804,4
1805,7
1806,9
1807,6
1808,4
1809,8
1810,9
1811,9
1812,9
1813,1
1814,1
1815,0
1816,3
1817,2
1818,9
1819,6
1820,4
1821,0
1822,0
1823,2
1824,9
1825,9
1826,0
1827,4
1828,8
1829,8
1830,0
1831,8
1832,2
1833,1
1834,6
1835,3
1836,9
1837,9
1838,2
1839,6
1840,5
1841,0
1842,9
1843,6
1844,2
1845,1
1846,6
1847,2
1848,7
1849,8
1850,1
1851,6
1852,0
1853,5
1854,6
1855,9
1856,6
1857,5
1858,3
1859,0
1860,9
1861,1
1862,6
1863,5
1864,1
1865,7
1866,9
1867,8
1868,9
1869,0
1870,5
1871,5
1872,5
1873,3
1874,3
1875,9
1876,8
1877,0
1878,6
1879,2
1880,5
1881,7
1882,6
1883,2
1884,3
1885,8
1886,2
1887,3
1888,0
1889,8
1890,1
1891,8
1892,8
1893,1
1894,8
1895,7
1896,1
1897,6
1898,8
1899,1
1900,6
1901,9
1902,4
1903,8
1904,7
1905,8
1906,0
1907,7
1908,8
1909,8
1910,0
1911,5
1912,2
1913,6
1914,7
1915,5
1916,5
1917,1
1918,7
1919,6
1920,1
1921,0
1922,8
1923,5
1924,7
1925,6
1926,9
1927,0
1928,5
1929,9
1930,6
1931,2
1932,6
1933,2
1934,2
1935,9
1936,1
1937,2
1938,8
1939,8
1940,0
1941,7
1942,5
1943,7
1944,7
1945,9
1946,9
1947,2
1948,8
1949,5
1950,9
1951,3
1952,7
1953,1
1954,5
1955,6
1956,5
1957,8
1958,7
1959,6
1960,2
1961,1
1962,0
1963,9
1964,8
1965,0
1966,8
1967,0
1968,4
1969,5
1970,4
1971,1
1972,1
1973,8
1974,0
1975,2
1976,0
1977,0
1978,9
1979,5
1980,6
1981,1
1982,9
1983,5
1984,5
1985,8
1986,2
1987,5
1988,3
1989,3
1990,6
1991,5
1992,0
1993,1
1994,4
1995,6
1996,8
1997,1
1998,8
1999,5
2000,4
2001,8
2002,7
2003,8
2004,1
2005,9
2006,1
2007,9
2008,9
2009,9
2010,0
2011,6
2012,0
2013,5
2014,9
2015,7
2016,6
2017,9
2018,1
2019,7
2020,7
2021,8
2022,1
2023,0
2024,2
2025,4
2026,8
2027,0
2028,2
2029,2
2030,0
2031,9
2032,1
2033,9
2034,3
2035,4
2036,9
2037,2
2038,3
2039,3
2040,7
2041,1
2042,0
2043,4
2044,0
2045,2
2046,8
2047,1
2048,8
2049,3
2050,5
2051,0
2052,7
2053,8
2054,9
2055,9
2056,5
2057,0
2058,8
2059,6
2060,6
2061,9
2062,9
2063,6
2064,8
2065,6
2066,6
2067,2
2068,8
2069,2
2070,5
2071,2
2072,6
2073,7
2074,5
2075,4
2076,6
2077,1
2078,4
2079,1
2080,1
2081,8
2082,1
2083,3
2084,6
2085,3
2086,8
2087,1
2088,6
2089,6
2090,5
2091,3
2092,5
2093,5
2094,6
2095,2
2096,2
2097,6
2098,6
2099,1
2100,4
2101,5
2102,7
2103,7
2104,1
2105,9
2106,9
2107,7
2108,6
2109,6
2110,9
2111,8
2112,9
2113,6
2114,6
2115,6
2116,8
2117,6
2118,9
2119,9
2120,0
2121,0
2122,1
2123,6
2124,2
2125,8
2126,3
2127,4
2128,1
2129,8
2130,9
2131,5
2132,3
2133,0
2134,6
2135,5
2136,2
2137,0
2138,9
2139,8
2140,2
2141,9
2142,9
2143,9
2144,6
2145,6
2146,0
2147,6
2148,3
2149,0
2150,3
2151,7
2152,8
2153,1
2154,0
2155,5
2156,7
2157,4
2158,5
2159,1
2160,7
2161,1
2162,2
2163,5
2164,4
2165,6
2166,9
2167,6
2168,2
2169,9
2170,9
2171,5
2172,7
2173,6
2174,1
2175,1
2176,8
2177,9
2178,6
2179,5
2180,0
2181,8
2182,8
2183,7
2184,8
2185,0
2186,8
2187,8
2188,0
2189,6
2190,2
2191,9
2192,8
2193,3
2194,2
2195,1
2196,5
2197,1
2198,1
2199,6
2200,7
2201,6
2202,2
2203,0
2204,0
2205,1
2206,3
2207,1
2208,1
2209,8
2210,6
2211,1
2212,1
2213,6
2214,4
2215,1
2216,5
2217,7
2218,7
2219,2
2220,9
2221,9
2222,6
2223,1
2224,8
2225,8
2226,8
2227,2
2228,5
2229,5
2230,5
2231,9
2232,9
2233,1
2234,9
2235,0
2236,0
2237,1
2238,4
2239,9
2240,0
2241,4
2242,8
2243,4
2244,9
2245,8
2246,9
2247,0
2248,8
2249,8
2250,4
2251,9
2252,1
2253,1
2254,0
2255,4
2256,7
2257,5
2258,9
2259,9
2260,4
2261,8
2262,8
2263,5
2264,6
2265,4
2266,0
2267,2
2268,9
2269,3
2270,8
2271,5
2272,1
2273,0
2274,6
2275,6
2276,7
2277,9
2278,9
2279,1
2280,1
2281,9
2282,6
2283,7
2284,7
2285,6
2286,0
2287,7
2288,7
2289,7
2290,1
2291,6
2292,2
2293,7
2294,7
2295,5
2296,6
2297,6
2298,4
2299,1
2300,9
2301,3
2302,6
2303,1
2304,0
2305,7
2306,2
2307,8
2308,1
2309,0
2310,1
2311,1
2312,1
2313,5
2314,0
2315,6
2316,1
2317,0
2318,9
2319,5
2320,1
2321,9
2322,7
2323,5
2324,1
2325,7
2326,3
2327,4
2328,9
2329,8
2330,9
2331,8
2332,0
2333,1
2334,8
2335,7
2336,6
2337,8
2338,8
2339,4
2340,7
2341,4
2342,1
2343,5
2344,6
2345,6
2346,3
2347,6
2348,9
2349,5
2350,8
2351,9
2352,0
2353,0
2354,6
2355,1
2356,0
2357,1
2358,5
2359,1
2360,5
2361,5
2362,6
2363,7
2364,5
2365,3
2366,8
2367,1
2368,8
2369,1
2370,5
2371,3
2372,6
2373,1
2374,0
2375,1
2376,5
2377,0
2378,1
2379,1
2380,2
2381,5
2382,7
2383,4
2384,3
2385,7
2386,4
2387,1
2388,5
2389,9
2390,1
2391,3
2392,4
2393,0
2394,0
2395,9
2396,9
2397,3
2398,9
2399,7
2400,0
2401,7
2402,4
2403,0
2404,1
2405,1
2406,6
2407,2
2408,6
2409,0
2410,0
2411,8
2412,9
2413,5
2414,9
2415,8
2416,4
2417,2
2418,5
2419,5
2420,1
2421,4
2422,9
2423,2
2424,5
2425,4
2426,5
2427,6
2428,8
2429,6
2430,4
2431,1
2432,1
2433,1
2434,6
2435,6
2436,3
2437,1
2438,3
2439,3
2440,9
2441,8
2442,4
2443,1
2444,1
2445,6
2446,4
2447,0
2448,3
2449,3
2450,2
2451,7
2452,5
2453,0
2454,8
2455,9
2456,4
2457,9
2458,2
2459,2
2460,4
2461,1
2462,8
2463,0
2464,1
2465,1
2466,6
2467,6
2468,1
2469,2
2470,8
2471,2
2472,9
2473,1
2474,6
2475,7
2476,8
2477,0
2478,6
2479,0
2480,4
2481,2
2482,7
2483,6
2484,9
2485,1
2486,7
2487,0
2488,7
2489,2
2490,9
2491,9
2492,0
2493,5
2494,0
2495,5
2496,6
2497,3
2498,9
2499,0
2500,8
2501,1
2502,2
2503,5
2504,5
2505,5
2506,0
2507,3
2508,7
2509,1
2510,5
2511,1
2512,7
2513,7
2514,8
2515,5
2516,7
2517,0
2518,3
2519,8
2520,3
2521,6
2522,5
2523,6
2524,9
2525,8
2526,3
2527,0
2528,0
2529,3
2530,0
2531,9
2532,1
2533,3
2534,0
2535,7
2536,1
2537,6
2538,6
2539,5
2540,4
2541,7
2542,1
2543,8
2544,7
2545,5
2546,9
2547,6
2548,8
2549,9
2550,1
2551,8
2552,8
2553,3
2554,7
2555,1
2556,7
2557,6
2558,1
2559,8
2560,9
2561,9
2562,9
2563,4
2564,1
2565,8
2566,1
2567,0
2568,1
2569,3
2570,1
2571,6
2572,6
2573,7
2574,5
2575,9
2576,9
2577,6
2578,3
2579,3
2580,2
2581,4
2582,9
2583,4
2584,0
2585,3
2586,6
2587,2
2588,4
2589,8
2590,7
2591,2
2592,9
2593,0
2594,9
2595,8
2596,0
2597,1
2598,7
2599,0
2600,0
2601,6
2602,5
2603,4
2604,1
2605,1
2606,4
2607,5
2608,0
2609,4
2610,3
2611,6
2612,8
2613,0
2614,0
2615,7
2616,1
2617,7
2618,9
2619,0
2620,9
2621,9
2622,8
2623,6
2624,1
2625,8
2626,6
2627,8
2628,7
2629,8
2630,8
2631,6
2632,9
2633,3
2634,0
2635,8
2636,6
2637,6
2638,9
2639,5
2640,7
2641,5
2642,5
2643,6
2644,2
2645,9
2646,6
2647,9
2648,2
2649,4
2650,4
2651,7
2652,1
2653,7
2654,1
2655,7
2656,3
2657,5
2658,4
2659,0
2660,0
2661,0
2662,4
2663,0
2664,9
2665,7
2666,7
2667,8
2668,9
2669,4
2670,0
2671,7
2672,5
2673,8
2674,9
2675,5
2676,5
2677,4
2678,6
2679,8
2680,5
2681,0
2682,8
2683,9
2684,2
2685,1
2686,3
2687,5
2688,4
2689,2
2690,5
2691,7
2692,1
2693,1
2694,0
2695,4
2696,9
2697,5
2698,0
2699,7
2700,2
2701,3
2702,4
2703,9
2704,4
2705,5
2706,1
2707,2
2708,1
2709,3
2710,5
2711,5
2712,8
2713,1
2714,1
2715,2
2716,4
2717,9
2718,0
2719,6
2720,6
2721,0
2722,8
2723,1
2724,7
2725,0
2726,6
2727,8
2728,5
2729,6
2730,4
2731,0
2732,9
2733,8
2734,3
2735,8
2736,9
2737,1
2738,2
2739,1
2740,1
2741,0
2742,1
2743,4
2744,7
2745,2
2746,9
2747,1
2748,2
2749,0
2750,6
2751,3
2752,4
2753,7
2754,3
2755,6
2756,1
2757,5
2758,6
2759,8
2760,5
2761,0
2762,8
2763,8
2764,8
2765,7
2766,3
2767,0
2768,6
2769,8
2770,8
2771,7
2772,0
2773,7
2774,9
2775,2
2776,5
2777,4
2778,1
2779,3
2780,2
2781,5
2782,1
2783,6
2784,9
2785,3
2786,4
2787,8
2788,6
2789,7
2790,7
2791,1
2792,2
2793,7
2794,1
2795,7
2796,2
2797,8
2798,5
2799,1
2800,6
2801,6
2802,8
2803,8
2804,4
2805,8
2806,6
2807,4
2808,0
2809,9
2810,6
2811,6
2812,7
2813,1
2814,6
2815,7
2816,9
2817,1
2818,9
2819,3
2820,6
2821,9
2822,0
2823,0
2824,9
2825,2
2826,9
2827,0
2828,6
2829,7
2830,4
2831,3
2832,8
2833,6
2834,6
2835,2
2836,2
2837,9
2838,1
2839,1
2840,4
2841,4
2842,1
2843,7
2844,8
2845,5
2846,2
2847,8
2848,2
2849,1
2850,7
2851,7
2852,7
2853,0
2854,2
2855,9
2856,9
2857,8
2858,0
2859,7
2860,5
2861,8
2862,0
2863,7
2864,4
2865,9
2866,7
2867,8
2868,4
2869,7
2870,5
2871,4
2872,1
2873,1
2874,4
2875,7
2876,6
2877,6
2878,0
2879,4
2880,4
2881,9
2882,8
2883,1
2884,7
2885,3
2886,5
2887,1
2888,9
2889,7
2890,9
2891,8
2892,1
2893,5
2894,7
2895,8
2896,6
2897,5
2898,9
2899,9
2900,8
2901,7
2902,0
2903,9
2904,0
2905,5
2906,0
2907,5
2908,4
2909,5
2910,2
2911,9
2912,7
2913,7
2914,8
2915,7
2916,4
2917,7
2918,0
2919,8
2920,8
2921,8
2922,5
2923,9
2924,1
2925,8
2926,1
2927,6
2928,8
2929,5
2930,0
2931,8
2932,3
2933,6
2934,2
2935,7
2936,0
2937,2
2938,3
2939,5
2940,5
2941,0
2942,8
2943,5
2944,2
2945,9
2946,2
2947,8
2948,7
2949,7
2950,9
2951,9
2952,6
2953,0
2954,9
2955,3
2956,0
2957,3
2958,6
2959,4
2960,7
2961,1
2962,3
2963,5
2964,0
2965,5
2966,2
2967,5
2968,6
2969,9
2970,7
2971,8
2972,5
2973,6
2974,7
2975,3
2976,6
2977,5
2978,3
2979,5
2980,1
2981,6
2982,0
2983,6
2984,1
2985,7
2986,9
2987,3
2988,9
2989,5
2990,2
2991,5
2992,1
2993,5
2994,8
2995,2
2996,9
2997,1
